Customer_ID,Customer_Name,Birth_Date,Marital_Status,annual_income,Total_Children,Education_Level,Occupation,Home_Owner
BB2832,Dharam Pal,1967-03-16,S,"14,03,799",0,Partial High School,Manual,Y
BB2833,Jitender Kumar Jha,1926-02-13,M,"3,10,828",1,Bachelors,Clerical,Y
BB2834,Chetan Yogi,1967-11-13,M,"16,58,628",1,Bachelors,Clerical,Y
BB2835,Mohd Tausif,1967-11-12,M,"19,76,888",1,Bachelors,Clerical,Y
BB2836,Chain Singh,1966-11-10,S,"16,98,777",0,Partial High School,Manual,Y
BB2837,Sinil Kumar,1966-07-20,M,"16,07,223",1,High School,Manual,Y
BB2838,Prahlad Sharma,1967-03-25,M,"8,97,791",0,Bachelors,Clerical,Y
BB2839,Annu Oliva,1967-07-21,M,"13,18,342",0,Bachelors,Clerical,Y
BB2840,Ram Uadagar Jha,1967-06-02,M,"6,73,423",0,Bachelors,Clerical,Y
BB2841,Kamla Pardad,1966-01-02,S,"14,72,972",0,High School,Manual,Y
BB2842,Mohd Kaim,1966-02-25,S,"3,69,848",0,Bachelors,Clerical,N
BB2843,Sh Vinod Kumar,1966-10-05,S,"5,73,434",0,Bachelors,Clerical,N
BB2844,Manvendra Singh Tiger,1966-07-14,M,"3,69,322",1,Bachelors,Clerical,Y
BB2845,Arvind Bhardwaj,1966-05-15,M,"25,75,247",1,Bachelors,Clerical,Y
BB2846,Gaurav Aggarwal,1965-05-20,S,"32,00,939",0,Partial High School,Manual,Y
BB2847,Vishnu Bahadur Thapa,1965-06-19,S,"22,11,751",0,High School,Manual,Y
BB2848,Kailash Chand Verma,1965-10-26,S,"23,86,993",0,High School,Manual,Y
BB2849,Arjun Sharma,1965-04-14,S,"22,36,150",0,High School,Manual,Y
BB2850,Parvej Alam,1965-10-19,M,"3,67,713",1,Bachelors,Skilled Manual,Y
BB2851,Shur Singh,1964-08-26,S,"16,13,415",0,High School,Manual,Y
BB2852,Kishore Dutt,1964-02-02,S,"28,79,869",0,High School,Manual,Y
BB2853,Suresh Singh,1963-09-04,M,"32,04,857",3,Partial High School,Manual,N
BB2854,Shyam Chirag,1963-06-07,M,"23,95,091",3,High School,Manual,N
BB2855,Dolat Singh,1963-03-19,S,"31,37,747",0,High School,Manual,Y
BB2856,Suneel Kumar,1966-08-20,S,"10,13,390",0,Partial College,Manual,Y
BB2857,Sabbir Ahmad,1963-08-02,M,"12,58,945",2,Partial College,Manual,N
BB2858,Kapil Aroda,1963-11-10,S,"29,33,738",0,Partial College,Clerical,Y
BB2859,Abhinav Mittal,1934-04-27,M,"15,82,914",2,Partial College,Clerical,Y
BB2860,Rakshit Garg,1934-08-03,M,"15,76,770",1,Graduate Degree,Skilled Manual,Y
BB2861,Maninder Mani,1965-01-13,M,"21,95,601",1,Bachelors,Skilled Manual,Y
BB2862,Hamza Shamim,1965-06-04,M,"32,11,380",1,Bachelors,Skilled Manual,Y
BB2863,Naryan Singh,1964-06-05,M,"15,35,540",2,Partial College,Clerical,N
BB2864,Manjeet Kaur,1964-10-12,S,"32,13,472",0,Partial College,Clerical,Y
BB2865,Baichan Pando,1964-11-03,S,"27,44,042",0,Partial College,Clerical,Y
BB2866,Mohammad Nasim,1964-01-05,M,"12,42,169",1,Bachelors,Skilled Manual,Y
BB2867,Mohd Nazim,1964-04-08,M,"13,73,455",1,Bachelors,Skilled Manual,Y
BB2868,Neeraj Sharma,1963-04-18,S,"9,78,108",0,Partial College,Clerical,Y
BB2869,Suresh Pappi,1963-05-26,S,"3,25,387",0,Partial College,Clerical,Y
BB2870,Mohan Dagar,1963-11-23,M,"34,41,700",3,Partial College,Clerical,N
BB2871,Ashish Vajpay,1979-03-08,S,"14,05,858",0,Partial College,Clerical,Y
BB2872,Sagar Pal,1979-11-02,S,"4,23,564",0,Partial College,Clerical,Y
BB2873,Sashi Partap,1979-09-16,S,"30,24,174",0,Partial College,Clerical,Y
BB2874,Shanti Lal,1978-10-06,S,"19,02,387",0,High School,Manual,Y
BB2875,Ali Hussain,1978-08-20,S,"20,88,701",0,High School,Manual,Y
BB2876,Sanju Tamang,1978-04-01,S,"24,23,538",0,High School,Manual,N
BB2877,Neelajan Sen,1963-10-08,M,"13,69,238",1,Bachelors,Skilled Manual,Y
BB2878,Chajju Singh,1963-05-15,M,"31,98,859",1,Bachelors,Skilled Manual,Y
BB2879,Ghurul Alam,1962-06-08,M,"33,30,751",1,Bachelors,Skilled Manual,Y
BB2880,Kamlesh Kumawat,1962-05-06,M,"32,54,107",1,Bachelors,Skilled Manual,Y
BB2881,Nirbhay Tiwari,1978-08-06,S,"28,29,058",0,Partial College,Clerical,Y
BB2882,Kamal Shayam Sukha,1977-11-13,S,"31,30,935",0,Partial College,Clerical,Y
BB2883,Kamal Kishore,1977-11-25,S,"21,48,892",0,Partial College,Clerical,N
BB2884,Karan Singh Karna,1977-10-01,M,"16,15,070",0,Partial College,Clerical,N
BB2885,Pervez Aalam,1977-07-05,S,"3,45,181",0,Partial College,Clerical,Y
BB2886,Binder Singh,1977-03-11,S,"5,36,996",0,Partial College,Clerical,N
BB2887,Sagir Ali,1977-08-03,S,"22,46,864",0,Partial College,Clerical,N
BB2888,Anand Neeraj,1975-11-20,S,"19,19,561",0,High School,Manual,Y
BB2889,Gulshan Kumar Sonu,1976-04-27,S,"24,52,689",0,High School,Manual,N
BB2890,Mehbob Ali,1976-04-07,S,"22,04,641",0,High School,Manual,N
BB2891,Yogendra Pal,1976-06-27,S,"13,57,906",0,High School,Manual,N
BB2892,Munne Alias Driver,1976-03-04,S,"33,05,659",0,High School,Manual,N
BB2893,Pardep Kumar Meena,1976-04-07,S,"2,83,819",0,Partial College,Clerical,N
BB2894,Hari Lal,1976-08-13,S,"22,85,674",0,Partial College,Clerical,Y
BB2895,Mohar Snigh,1976-06-27,S,"23,17,684",0,Partial College,Clerical,N
BB2896,Pyare Lal,1974-03-08,S,"6,33,103",0,Partial High School,Manual,N
BB2897,Navin Kumpawat,1974-04-03,M,"13,36,681",0,Partial High School,Manual,Y
BB2898,Ashu Chavikant,1974-01-04,S,"7,35,151",0,Partial High School,Manual,N
BB2899,Madhusudan Prasad,1974-07-16,S,"16,75,303",0,Partial High School,Manual,N
BB2900,Mohd Parveen,1975-06-22,S,"22,89,951",0,Partial College,Clerical,N
BB2901,Pramod Mishra,1975-08-10,S,"13,64,377",0,Partial College,Clerical,N
BB2902,Hitesh Widhuri,1975-10-26,M,"4,98,825",1,Bachelors,Skilled Manual,Y
BB2903,Rishi Mandal,1975-06-11,M,"27,27,638",1,Bachelors,Skilled Manual,Y
BB2904,Sharanjeet Kour,1975-07-25,M,"27,85,386",1,Bachelors,Skilled Manual,Y
BB2905,Munna Shah,1972-03-03,S,"14,35,474",0,Partial College,Clerical,Y
BB2906,Ajit Yadav,1972-08-16,S,"12,41,734",0,Graduate Degree,Skilled Manual,N
BB2907,Puswa Swami Ratan,1972-07-08,S,"9,79,967",0,Graduate Degree,Skilled Manual,N
BB2908,Bhim Kumar Pappu,1973-02-01,S,"5,65,445",0,Graduate Degree,Skilled Manual,Y
BB2909,Prateek Bahl,1973-10-18,S,"20,52,282",0,Graduate Degree,Skilled Manual,N
BB2910,Deepu Deepak,1973-11-09,M,"32,65,920",1,Graduate Degree,Skilled Manual,Y
BB2911,Moh Arif,1973-08-06,S,"10,89,685",0,Graduate Degree,Skilled Manual,Y
BB2912,Sahil Bhola,1971-03-24,S,"20,10,972",0,High School,Skilled Manual,Y
BB2913,Balram Bhandari,1971-06-05,M,"27,88,067",1,Graduate Degree,Skilled Manual,Y
BB2914,Sheh Nawaz,1971-03-18,M,"32,73,375",1,Graduate Degree,Skilled Manual,Y
BB2915,Fahim Ullah,1971-03-03,M,"21,53,470",1,Graduate Degree,Skilled Manual,Y
BB2916,Shahid Khan,1972-11-09,M,"23,45,448",1,Graduate Degree,Skilled Manual,Y
BB2917,Rahis Ahmed,1972-09-11,M,"13,58,189",1,Graduate Degree,Skilled Manual,Y
BB2918,Amit Kumar Kalu,1972-12-04,M,"28,06,878",1,Graduate Degree,Skilled Manual,Y
BB2919,Krishan Chand Arora,1972-01-19,M,"28,58,883",1,Graduate Degree,Skilled Manual,Y
BB2920,Jawed Malik,1972-10-22,M,"9,71,306",1,Graduate Degree,Skilled Manual,Y
BB2921,Surender Kapoor,1972-06-23,M,"26,09,944",2,Graduate Degree,Professional,Y
BB2922,Naveen Chandra Pandey,1972-08-16,M,"7,39,762",2,Graduate Degree,Professional,Y
BB2923,Jagnath Murmu,1970-09-26,M,"4,00,790",1,Bachelors,Skilled Manual,Y
BB2924,Raman Kumar Rupi,1970-07-13,S,"3,21,019",0,Graduate Degree,Professional,Y
BB2925,Mali Ram,1969-02-09,M,"6,25,987",1,Bachelors,Skilled Manual,Y
BB2926,Sanjeet Kumar,1969-07-21,M,"6,37,984",2,Bachelors,Skilled Manual,Y
BB2927,Inderjeet Singh,1969-10-02,S,"27,43,642",0,Bachelors,Skilled Manual,Y
BB2928,Rauf Mohammad,1969-06-25,M,"12,41,413",1,Graduate Degree,Professional,Y
BB2929,Sankar Lal,1971-08-11,M,"14,98,927",3,Graduate Degree,Professional,Y
BB2930,Md Eklok,1969-11-26,M,"29,86,838",1,Graduate Degree,Professional,Y
BB2931,Harish Kala,1969-11-20,M,"17,61,817",1,Graduate Degree,Professional,Y
BB2932,Meenu Kumar,1969-08-11,M,"12,59,289",1,Graduate Degree,Professional,Y
BB2933,Vikram Routela,1968-08-19,M,"22,46,989",2,Bachelors,Skilled Manual,Y
BB2934,Rakesh Chhatwal,1968-07-04,M,"29,43,680",2,Bachelors,Skilled Manual,Y
BB2935,Rohit Gulati,1968-09-08,S,"26,40,978",0,Bachelors,Skilled Manual,N
BB2936,Chela Ram,1968-03-15,S,"33,73,862",0,Bachelors,Skilled Manual,Y
BB2937,Virender Kumar,1968-05-07,S,"32,31,349",0,Bachelors,Skilled Manual,Y
BB2938,Chandra Parkash,1967-04-17,S,"7,69,385",0,Bachelors,Professional,Y
BB2939,Vijay Mann,1967-06-01,S,"4,63,066",0,Bachelors,Professional,N
BB2940,Shashid Khan,1970-05-08,S,"4,26,635",0,Graduate Degree,Professional,Y
BB2941,Dheeraj Chawla,1970-10-12,M,"29,15,753",2,Graduate Degree,Professional,Y
BB2942,Nadir Tanzeem,1967-11-06,S,"8,91,738",0,Bachelors,Skilled Manual,Y
BB2943,Ajay Mishra,1966-08-10,S,"30,22,661",0,Graduate Degree,Professional,Y
BB2944,Parkash Kumar,1966-09-16,S,"3,85,677",0,Graduate Degree,Professional,Y
BB2945,Bharatlal Meena,1966-12-07,M,"7,22,772",0,Graduate Degree,Professional,Y
BB2946,Dund Kishan,1966-11-25,S,"33,93,250",0,Graduate Degree,Professional,Y
BB2947,Badri Prasad,1966-08-14,M,"34,77,364",4,Graduate Degree,Professional,Y
BB2948,Subhan Khan,1969-02-25,M,"9,77,908",5,Graduate Degree,Professional,Y
BB2949,Anurag Mishra,1969-12-25,S,"13,47,595",0,Graduate Degree,Professional,Y
BB2950,Rahul Pratap,1969-10-10,S,"15,13,333",0,Graduate Degree,Professional,Y
BB2951,Chura Bahadur,1969-11-24,M,"16,55,140",5,Graduate Degree,Professional,Y
BB2952,Pradeep Kumar Sharma Deepu,1969-10-11,S,"6,04,942",0,Graduate Degree,Professional,Y
BB2953,Madhu Sudan,1969-08-17,M,"5,69,338",5,Graduate Degree,Professional,Y
BB2954,Faisal Yajdani,1969-04-13,M,"27,29,207",5,Graduate Degree,Professional,N
BB2955,Jasvinder Singh,1969-10-21,M,"26,47,394",5,Graduate Degree,Professional,N
BB2956,Shankar Kalu,1969-03-18,M,"24,52,988",5,Graduate Degree,Professional,Y
BB2957,Aashish Gupta,1969-11-27,S,"24,46,698",0,Graduate Degree,Professional,Y
BB2958,Bholu Ram,1969-03-09,M,"3,92,725",2,Graduate Degree,Professional,Y
BB2959,Jahir Alam,1969-03-07,M,"15,09,443",3,Graduate Degree,Professional,Y
BB2960,Chunnu Sharma,1965-06-25,S,"26,06,285",0,Bachelors,Professional,N
BB2961,Devi Lal,1965-02-22,S,"7,54,874",0,Bachelors,Skilled Manual,Y
BB2962,Udai Narayan Panda,1965-07-20,S,"12,23,189",0,Bachelors,Skilled Manual,N
BB2963,Jai Prakash Yadav,1965-01-21,S,"15,27,381",0,Bachelors,Skilled Manual,Y
BB2964,Ravi Yadram,1965-03-09,S,"5,38,823",0,Bachelors,Skilled Manual,Y
BB2965,Chandra Kanta Jat,1965-05-26,S,"34,59,179",0,Bachelors,Skilled Manual,Y
BB2966,Naisi Ram,1965-03-20,S,"26,50,709",0,Bachelors,Skilled Manual,Y
BB2967,Govinda Govind Gautam,1965-09-18,S,"3,45,615",0,Bachelors,Skilled Manual,Y
BB2968,Abdul Rajjak,1964-10-23,M,"23,01,483",0,Bachelors,Professional,N
BB2969,Abdul Kadirjilani Khan,1964-10-21,S,"13,22,350",0,Bachelors,Skilled Manual,Y
BB2970,Jism Mehar Singh Bedi,1964-11-28,S,"4,49,328",0,Bachelors,Skilled Manual,N
BB2971,Abdul Kadir Jilani Khan,1964-02-17,S,"24,11,696",0,Bachelors,Skilled Manual,N
BB2972,Manish Verma Monu,1964-07-05,S,"34,07,002",0,Bachelors,Skilled Manual,Y
BB2973,Nabi Bhura,1924-04-23,M,"32,45,831",1,Bachelors,Skilled Manual,Y
BB2974,Sh Rajendr,1964-03-21,S,"22,83,375",0,Bachelors,Skilled Manual,Y
BB2975,Sagar Kumar,1963-05-11,M,"20,13,538",4,Bachelors,Professional,Y
BB2976,Batu Badhu Lal,1963-05-07,M,"26,48,337",4,Bachelors,Professional,Y
BB2977,Vipin Gujral,1968-03-25,S,"18,22,506",0,Bachelors,Professional,N
BB2978,Dil Kush Meena,1968-03-13,S,"26,46,637",0,Bachelors,Professional,Y
BB2979,Mohd Shan,1963-10-12,S,"22,48,882",0,Bachelors,Professional,Y
BB2980,Prabhjit Singh,1963-07-24,S,"33,73,911",0,Bachelors,Professional,N
BB2981,Charan Dass,1963-12-08,S,"31,62,990",0,Bachelors,Professional,N
BB2982,Mohd Khalid,1963-07-22,M,"21,74,068",3,Graduate Degree,Professional,Y
BB2983,Aanand Kumar,1962-03-06,S,"14,81,446",0,High School,Skilled Manual,Y
BB2984,Dharam Dev Podar,1962-02-18,M,"25,95,381",1,Partial College,Skilled Manual,Y
BB2985,Jay Narayan,1962-07-05,M,"4,52,954",1,Partial College,Skilled Manual,Y
BB2986,Vijay Gourav Monu,1961-12-13,M,"21,64,418",4,High School,Skilled Manual,Y
BB2987,Sunny Goyal,1961-06-12,M,"9,17,809",1,Partial College,Skilled Manual,Y
BB2988,Puran Singh Rawat,1960-04-19,M,"27,46,741",4,High School,Skilled Manual,Y
BB2989,Sandeep Yadav,1960-12-24,M,"2,91,638",4,High School,Skilled Manual,Y
BB2990,Radha Kishan Yadav,1967-07-12,M,"14,93,874",0,Partial College,Skilled Manual,N
BB2991,Rampal Singh,1967-09-24,S,"20,90,268",0,Partial College,Skilled Manual,Y
BB2992,Sanjiv Kumar,1967-08-07,M,"21,94,532",0,Graduate Degree,Professional,N
BB2993,Rajender Nath,1967-03-20,S,"25,89,404",0,Graduate Degree,Professional,N
BB2994,Raman Rajak,1967-08-17,S,"26,98,608",0,Graduate Degree,Professional,N
BB2995,Laxman Kumar,1960-11-28,M,"15,78,164",1,Partial College,Skilled Manual,Y
BB2996,Sandeep Negi,1960-04-08,M,"22,09,668",1,Partial College,Skilled Manual,Y
BB2997,Anil Mandal,1960-10-03,M,"31,85,993",1,Partial College,Skilled Manual,Y
BB2998,Meghanath Suwedi,1960-08-01,M,"33,98,795",1,Partial College,Skilled Manual,Y
BB2999,Harish Chander Saroj,1960-08-14,M,"30,60,430",1,Partial College,Skilled Manual,Y
BB3000,Shishul Pal,1959-07-26,M,"6,15,787",4,Bachelors,Professional,Y
BB3001,Sheikh Azhar Ali,1959-11-15,M,"25,81,650",1,Graduate Degree,Professional,Y
BB3002,Boby Farman,1959-03-01,S,"31,48,230",0,Graduate Degree,Professional,Y
BB3003,Ram Nath Choudhary,1959-09-13,M,"30,57,968",2,Graduate Degree,Professional,Y
BB3004,Ram Yadav,1958-03-19,M,"6,14,624",5,Graduate Degree,Professional,Y
BB3005,Taiyab Khan,1929-10-06,S,"9,86,172",0,Graduate Degree,Management,Y
BB3006,Mo Nadim,1969-07-09,M,"21,04,551",1,Graduate Degree,Management,Y
BB3007,Mohammad Kaif,1969-03-21,M,"30,60,618",1,Graduate Degree,Management,Y
BB3008,Kuparth Shah,1968-03-23,M,"29,34,766",2,Bachelors,Professional,Y
BB3009,Vicky Singh,1970-02-08,M,"31,78,700",2,Bachelors,Professional,Y
BB3010,Kulwinder Singh,1968-10-12,S,"27,00,036",0,Bachelors,Professional,Y
BB3011,Himanshu Bisht,1967-11-28,S,"7,55,334",0,Bachelors,Professional,Y
BB3012,Sher Khan,1967-10-15,M,"33,58,232",5,Bachelors,Professional,Y
BB3013,Poshetty Gajjala,1969-05-23,M,"32,97,167",1,Graduate Degree,Management,Y
BB3014,Ratan Lal,1967-07-05,S,"26,38,342",0,Bachelors,Professional,Y
BB3015,Raj Bala Bharati,1966-05-08,M,"10,89,785",5,Graduate Degree,Management,Y
BB3016,Manish Kumar Mandal,1966-05-09,M,"4,27,257",5,Graduate Degree,Management,Y
BB3017,Rishab Kumar,1966-11-28,M,"31,90,276",5,Graduate Degree,Management,Y
BB3018,Sukhdev Manjhi,1966-02-18,S,"10,47,876",0,Bachelors,Professional,N
BB3019,Naved Ali,1966-02-26,M,"15,53,241",0,Bachelors,Professional,Y
BB3020,Nain Singh,1966-04-04,M,"33,49,008",0,Bachelors,Professional,Y
BB3021,Mehboob Ali,1965-01-23,S,"10,91,845",0,Bachelors,Professional,Y
BB3022,Sheikh Hamidral,1965-04-25,S,"5,23,097",0,Bachelors,Professional,N
BB3023,Jatin Kashyap Jitu,1968-02-11,S,"15,53,214",0,Bachelors,Professional,N
BB3024,Raman Singh,1968-04-17,S,"34,52,175",0,Bachelors,Professional,N
BB3025,Parhalad Yadav,1968-06-07,S,"25,05,706",0,Bachelors,Professional,Y
BB3026,Dheeraj Malik,1965-04-02,S,"28,38,105",0,Bachelors,Professional,N
BB3027,Miraz Ali,1964-06-02,S,"2,60,120",0,Bachelors,Professional,Y
BB3028,Amrit Pal Singh,1964-09-25,M,"16,54,994",4,Bachelors,Professional,Y
BB3029,Moh0 Umar,1964-03-27,S,"17,84,549",0,Bachelors,Professional,Y
BB3030,Pankaj Dhami,1968-05-16,M,"10,07,890",2,Bachelors,Management,Y
BB3031,Angad Bhatia,1968-01-19,M,"24,18,437",2,Bachelors,Management,Y
BB3032,Duni Chand Bks,1968-05-11,M,"16,29,409",3,Bachelors,Management,Y
BB3033,Sanjeev Bhardwaj,1979-04-03,S,"27,07,422",0,High School,Skilled Manual,N
BB3034,Wazir Azam,1979-09-18,S,"14,26,983",0,Partial College,Skilled Manual,Y
BB3035,Mahesh Madhusudan,1944-06-12,M,"26,86,757",5,High School,Skilled Manual,N
BB3036,Chtar Singh,1944-03-21,M,"6,54,866",3,High School,Skilled Manual,Y
BB3037,Sanand Jha,1944-06-05,M,"25,21,866",4,High School,Skilled Manual,Y
BB3038,Kirashan Avatar Gupta,1979-03-08,S,"24,56,349",0,Partial College,Skilled Manual,N
BB3039,Seeta Devi,1979-04-24,M,"14,23,507",0,Partial College,Skilled Manual,N
BB3040,Noore Alam,1979-10-25,M,"15,63,204",0,Partial College,Skilled Manual,Y
BB3041,Wazid Husain,1978-11-05,S,"24,14,789",0,High School,Skilled Manual,N
BB3042,Vivekanand Mishra Munsi,1978-11-10,S,"30,06,458",0,Partial High School,Clerical,Y
BB3043,Neelkant Sharma,1978-01-17,S,"23,03,751",0,Partial College,Skilled Manual,Y
BB3044,Geeta Bhagat,1978-03-26,S,"5,68,544",0,Partial College,Skilled Manual,N
BB3045,Mohammad Rasid,1978-03-08,M,"28,97,856",0,Partial College,Skilled Manual,Y
BB3046,Hardeep Singh,1978-06-06,S,"3,36,516",0,Partial College,Skilled Manual,N
BB3047,Tara Chandra Billu,1978-08-24,M,"30,21,680",0,Partial College,Skilled Manual,Y
BB3048,Mahender Singh Negi,1946-07-17,M,"34,24,919",2,Partial College,Clerical,N
BB3049,Jamadar Yadav,1947-06-10,M,"16,17,688",4,High School,Skilled Manual,N
BB3050,Bal Dev,1947-09-08,M,"20,69,037",4,High School,Skilled Manual,Y
BB3051,Vinit Kumar,1947-05-24,M,"30,39,338",2,Partial College,Clerical,N
BB3052,Rama Singh,1948-10-23,M,"5,77,837",2,Partial High School,Clerical,Y
BB3053,Raj Upadhyay,1978-08-17,M,"16,71,919",0,Partial College,Skilled Manual,Y
BB3054,Rihal Ali,1977-04-26,S,"4,96,998",0,Partial High School,Clerical,N
BB3055,Narender Kumar,1977-07-26,S,"30,89,425",0,Partial High School,Clerical,N
BB3056,Manish Aneja,1977-10-27,S,"11,33,881",0,Partial College,Skilled Manual,Y
BB3057,Bijender Singh,1977-10-05,S,"28,97,760",0,Partial College,Skilled Manual,N
BB3058,Rame Singh,1977-04-13,M,"2,83,927",0,Partial College,Skilled Manual,Y
BB3059,Rajkumar Kala,1977-05-13,M,"33,05,426",0,Partial College,Skilled Manual,N
BB3060,Hasibul Khan,1977-09-27,M,"23,52,559",0,Partial College,Skilled Manual,Y
BB3061,Shiv Kumar Sharma,1949-08-26,M,"17,25,036",2,Partial High School,Clerical,Y
BB3062,Sher Ram,1949-07-14,M,"17,38,677",2,Partial High School,Clerical,Y
BB3063,Radheshyam Gupta,1949-09-05,M,"10,13,340",2,Partial High School,Clerical,Y
BB3064,Satendra Singh,1950-08-05,M,"10,86,016",3,Partial College,Clerical,N
BB3065,Bhawani Shankar,1950-11-08,S,"22,82,730",0,Partial College,Clerical,Y
BB3066,Sujeet Vishwas,1950-02-12,M,"8,28,338",2,Bachelors,Management,Y
BB3067,Sandeep Leelu,1951-08-11,M,"25,52,584",3,High School,Skilled Manual,Y
BB3068,Kana Ram,1951-09-27,M,"22,89,042",3,High School,Skilled Manual,N
BB3069,Mahender Sahani,1951-04-19,M,"13,96,450",3,High School,Skilled Manual,Y
BB3070,Nilu Giri,1951-01-14,M,"19,24,963",3,High School,Skilled Manual,N
BB3071,Sohan Singh,1980-11-22,S,"7,28,683",0,Partial College,Skilled Manual,N
BB3072,Amir Hamza,1952-01-02,M,"7,97,624",3,High School,Skilled Manual,Y
BB3073,Chaman Lal Verma,1952-07-21,M,"29,42,138",3,High School,Skilled Manual,Y
BB3074,Kamal Yadav,1954-06-20,S,"28,61,329",0,Partial College,Skilled Manual,N
BB3075,Arun Sing,1975-11-02,S,"18,17,415",0,Partial College,Skilled Manual,Y
BB3076,Arun Prakash Tiwari,1975-06-05,S,"5,98,665",0,High School,Skilled Manual,Y
BB3077,Abdul Sakur,1975-10-15,S,"24,86,043",0,High School,Skilled Manual,Y
BB3078,Dya Shakar,1975-12-23,S,"16,13,422",0,Partial College,Skilled Manual,N
BB3079,Dya Shankar,1974-03-18,M,"4,93,168",0,High School,Skilled Manual,Y
BB3080,Mahender Verma,1974-05-01,S,"19,01,293",0,High School,Skilled Manual,Y
BB3081,Punit Gupta,1973-05-13,M,"23,64,628",0,Partial College,Professional,N
BB3082,Jogender Singh,1973-07-12,S,"15,69,926",0,Partial College,Professional,N
BB3083,Sanjay Mani,1976-08-22,M,"14,32,304",0,Partial College,Professional,Y
BB3084,Harsh Sharma,1955-10-21,S,"6,80,858",0,High School,Skilled Manual,N
BB3085,Vikrant Singh,1955-02-17,M,"33,09,508",2,High School,Skilled Manual,Y
BB3086,Roshan Singh,1956-01-07,M,"25,18,024",2,High School,Skilled Manual,N
BB3087,Naresh Kuamr,1957-02-19,S,"30,73,465",0,High School,Professional,N
BB3088,Awdesh Kumar,1958-04-08,S,"20,65,513",0,Graduate Degree,Management,N
BB3089,Brijlal Giri,1973-08-02,S,"4,84,539",0,Bachelors,Management,Y
BB3090,Amar Deep,1974-06-27,M,"7,71,279",0,Partial College,Professional,Y
BB3091,Pramod Shrama,1974-04-22,M,"11,81,567",0,Partial College,Professional,Y
BB3092,Tarbez Ansari,1959-11-22,M,"23,30,997",0,Graduate Degree,Management,Y
BB3093,Ajit Singh,1959-09-19,S,"19,43,184",0,Graduate Degree,Management,N
BB3094,Sahil Khan,1957-05-12,S,"29,67,263",0,Partial High School,Skilled Manual,N
BB3095,Roop Basant Meena,1957-04-03,S,"26,73,795",0,Partial High School,Skilled Manual,Y
BB3096,Abhishek Rohit,1957-01-01,M,"15,23,730",2,High School,Professional,N
BB3097,Vaseem Monu,1957-02-28,S,"31,77,501",0,High School,Professional,Y
BB3098,Ujjawal Upadhyay,1957-07-14,M,"34,41,891",2,Partial College,Professional,Y
BB3099,Subhash Chander Sukhija,1967-04-05,M,"27,62,123",5,Bachelors,Professional,Y
BB3100,Md Hasan,1967-06-04,M,"12,16,325",4,Bachelors,Professional,Y
BB3101,Ravinder Singh Bunty,1962-10-15,S,"23,40,688",0,Partial College,Skilled Manual,N
BB3102,Shivaji Rai,1962-04-03,M,"12,85,360",1,Bachelors,Professional,Y
BB3103,Gopal Dass,1962-09-07,M,"11,00,294",1,Bachelors,Professional,Y
BB3104,Ranbir Singh,1966-05-16,S,"26,68,576",0,Graduate Degree,Management,N
BB3105,Bhola Nath,1966-04-14,S,"14,43,734",0,Bachelors,Professional,Y
BB3106,Laxman Lal Tundwal,1966-06-26,S,"19,11,979",0,Graduate Degree,Management,Y
BB3107,Md Hassan,1966-09-17,S,"17,32,248",0,Graduate Degree,Management,N
BB3108,Mohan Pandey,1960-04-10,M,"28,59,142",1,Partial College,Skilled Manual,Y
BB3109,Somnath Batra,1960-07-03,M,"19,37,421",1,Partial College,Skilled Manual,Y
BB3110,Aakash Chaudhary,1960-04-27,M,"30,77,297",1,Partial College,Skilled Manual,Y
BB3111,Lal Man Gupta,1959-11-24,M,"34,02,799",1,Bachelors,Professional,Y
BB3112,Satbir Kumar,1965-06-14,S,"10,41,398",0,Bachelors,Professional,N
BB3113,Shiv Lal Nehara,1965-12-22,M,"9,05,246",5,Bachelors,Professional,Y
BB3114,Manoj Kumar Josi,1965-11-27,M,"20,38,569",5,Bachelors,Professional,Y
BB3115,Kaushik Kumar,1965-07-02,M,"14,77,741",5,Bachelors,Professional,Y
BB3116,Azhar Khan,1964-07-18,S,"17,83,931",0,Bachelors,Professional,Y
BB3117,Mohmed Kanok,1964-08-08,S,"23,70,519",0,Bachelors,Professional,N
BB3118,Abdul Gani,1964-06-09,S,"22,26,062",0,Bachelors,Professional,N
BB3119,Ram Bhrose,1963-07-27,S,"19,63,872",0,Bachelors,Professional,Y
BB3120,Kirshn Goapal Jadhon,1962-11-23,S,"6,43,501",0,Partial College,Skilled Manual,Y
BB3121,Mohd Monish,1962-04-20,S,"4,94,109",0,Bachelors,Professional,Y
BB3122,Jitender Soni,1962-06-04,M,"33,77,964",5,Bachelors,Professional,Y
BB3123,Pintu Meghwal,1962-02-21,M,"26,78,379",5,Bachelors,Professional,Y
BB3124,Mo Sarif,1958-11-10,S,"6,02,994",0,Bachelors,Professional,Y
BB3125,Muksndi Lal,1958-11-27,S,"27,97,800",0,Bachelors,Management,N
BB3126,Partik Kumar,1957-03-24,M,"19,77,875",1,Partial College,Skilled Manual,Y
BB3127,Dev Dutt,1935-04-27,M,"3,39,075",2,Partial College,Clerical,N
BB3128,Aaftab Alam,1949-06-07,M,"5,51,262",2,High School,Skilled Manual,Y
BB3129,Subodh Yadav,1976-11-20,S,"14,14,914",0,High School,Skilled Manual,Y
BB3130,Sujeet Haldal,1976-02-27,M,"20,55,885",0,High School,Skilled Manual,Y
